PCTNAME	MCDNAME	COUNTYNAME	TOTVOTING	USPRSR	USPRSDFL	USPRSTOTAL	pct_usprsr_2012	pct_usprsd_2012	victory_margin_2012
KINGSTON	Kingston	Meeker	94	55	32	92	59.78	34.78	25
KINGSTON TWP.	Kingston Twp	Meeker	716	481	210	708	67.94	29.66	38
LITCHFIELD W-1	Litchfield	Meeker	692	334	339	691	48.34	49.06	-1
LITCHFIELD W-2	Litchfield	Meeker	678	315	330	669	47.09	49.33	-2
LITCHFIELD W-3	Litchfield	Meeker	604	302	278	598	50.5	46.49	4
LITCHFIELD W-4	Litchfield	Meeker	681	329	324	671	49.03	48.29	1
LITCHFIELD W-5	Litchfield	Meeker	516	241	256	510	47.25	50.2	-3
LITCHFIELD TWP.	Litchfield Twp	Meeker	526	310	200	521	59.5	38.39	21
MANANNAH TWP.	Manannah Twp	Meeker	260	164	91	259	63.32	35.14	28
SWEDE GROVE TWP.	Swede Grove Twp	Meeker	202	123	71	197	62.44	36.04	26
UNION GROVE TWP.	Union Grove Twp	Meeker	368	225	131	364	61.81	35.99	26
WATKINS	Watkins	Meeker	407	217	171	404	53.71	42.33	11
BOCK	Bock	Mille Lacs	43	18	22	43	41.86	51.16	-9
BOGUS BROOK TWP.	Bogus Brook Twp	Mille Lacs	761	472	257	751	62.85	34.22	29
BORGHOLM TWP.	Borgholm Twp	Mille Lacs	850	497	329	849	58.54	38.75	20
BRADBURY TWP.	Bradbury Twp	Mille Lacs	87	43	44	87	49.43	50.57	-1
DAILEY TWP.	Dailey Twp	Mille Lacs	126	73	49	125	58.4	39.2	19
EAST SIDE TWP.	East Side Twp	Mille Lacs	430	205	214	427	48.01	50.12	-2
FORESTON	Foreston	Mille Lacs	234	119	105	231	51.52	45.45	6
GREENBUSH TWP.	Greenbush Twp	Mille Lacs	693	423	250	688	61.48	36.34	25
HAYLAND TWP.	Hayland Twp	Mille Lacs	240	134	98	239	56.07	41	15
ISLE	Isle	Mille Lacs	489	213	264	487	43.74	54.21	-10
ISLE HARBOR TWP.	Isle Harbor Twp	Mille Lacs	302	156	137	302	51.66	45.36	6
KATHIO TWP.	Kathio Twp	Mille Lacs	681	176	493	678	25.96	72.71	-47
LEWIS TWP.	Lewis Twp	Mille Lacs	26	13	13	26	50	50	0
MILACA	Milaca	Mille Lacs	1430	737	639	1412	52.2	45.25	7
MILACA TWP.	Milaca Twp	Mille Lacs	840	541	284	838	64.56	33.89	31
MILO TWP.	Milo Twp	Mille Lacs	782	487	268	778	62.6	34.45	28
MUDGETT TWP.	Mudgett Twp	Mille Lacs	50	27	14	47	57.45	29.79	28
ONAMIA	Onamia	Mille Lacs	354	127	218	352	36.08	61.93	-26
ONAMIA TWP.	Onamia Twp	Mille Lacs	280	126	148	278	45.32	53.24	-8
PAGE TWP.	Page Twp	Mille Lacs	372	195	160	369	52.85	43.36	9
PEASE	Pease	Mille Lacs	105	60	40	105	57.14	38.1	19
PRINCETON	Princeton	Mille Lacs	2216	1114	1044	2203	50.57	47.39	3
PRINCETON TWP.	Princeton Twp	Mille Lacs	1238	713	484	1229	58.01	39.38	19
SOUTH HARBOR TWP.	South Harbor Twp	Mille Lacs	407	222	175	405	54.81	43.21	12
WAHKON	Wahkon	Mille Lacs	143	60	80	142	42.25	56.34	-14
AGRAM TOWNSHIP	Agram Twp	Morrison	296	197	97	296	66.55	32.77	34
BELLE PRAIRIE TOWNSHIP	Belle Prairie Twp	Morrison	692	441	236	688	64.1	34.3	30
BELLEVUE TOWNSHIP	Bellevue Twp	Morrison	588	398	181	586	67.92	30.89	37
BOWLUS	Bowlus	Morrison	125	74	41	122	60.66	33.61	27
BUCKMAN	Buckman	Morrison	105	68	27	105	64.76	25.71	39
BUCKMAN TOWNSHIP	Buckman Twp	Morrison	298	218	61	294	74.15	20.75	53
BUH TOWNSHIP	Buh Twp	Morrison	269	180	75	268	67.16	27.99	39
CULDRUM TOWNSHIP	Culdrum Twp	Morrison	222	159	58	220	72.27	26.36	46
CUSHING TOWNSHIP	Cushing Twp	Morrison	385	223	147	383	58.22	38.38	20
DARLING TOWNSHIP	Darling Twp	Morrison	318	205	105	316	64.87	33.23	32
ELMDALE	Elmdale	Morrison	60	41	17	58	70.69	29.31	41
ELMDALE TOWNSHIP	Elmdale Twp	Morrison	532	413	107	530	77.92	20.19	58
FLENSBURG	Flensburg	Morrison	119	72	45	118	61.02	38.14	23
GENOLA	Genola	Morrison	26	16	8	24	66.67	33.33	33
GRANITE TOWNSHIP	Granite Twp	Morrison	239	157	75	238	65.97	31.51	34
GREEN PRAIRIE TOWNSHIP	Green Prairie Twp	Morrison	406	244	147	403	60.55	36.48	24
HARDING	Harding	Morrison	43	19	23	43	44.19	53.49	-9
HILLMAN	Hillman	Morrison	21	7	12	20	35	60	-25
HILLMAN TOWNSHIP	Hillman Twp	Morrison	87	49	36	87	56.32	41.38	15
LAKIN TOWNSHIP	Lakin Twp	Morrison	214	115	92	212	54.25	43.4	11
LASTRUP	Lastrup	Morrison	53	31	20	53	58.49	37.74	21
LEIGH TOWNSHIP	Leigh Twp	Morrison	95	62	31	94	65.96	32.98	33
LITTLE FALLS W-1	Little Falls	Morrison	1313	661	607	1300	50.85	46.69	4
LITTLE FALLS W-2	Little Falls	Morrison	1491	764	695	1475	51.8	47.12	5
LITTLE FALLS W-3	Little Falls	Morrison	1105	561	503	1096	51.19	45.89	5
LITTLE FALLS TOWNSHIP	Little Falls Twp	Morrison	983	605	364	979	61.8	37.18	25
MORRILL TOWNSHIP	Morrill Twp	Morrison	288	177	101	285	62.11	35.44	27
MOTLEY	Motley	Morrison	262	140	115	259	54.05	44.4	10
MOTLEY TOWNSHIP	Motley Twp	Morrison	132	69	60	132	52.27	45.45	7
MOUNT MORRIS TOWNSHIP	Mount Morris Twp	Morrison	50	33	16	50	66	32	34
PARKER TOWNSHIP	Parker Twp	Morrison	249	145	94	247	58.7	38.06	21
PIERZ	Pierz	Morrison	629	390	222	622	62.7	35.69	27
PIERZ TOWNSHIP	Pierz Twp	Morrison	218	168	43	217	77.42	19.82	58
PIKE CREEK TOWNSHIP	Pike Creek Twp	Morrison	554	367	177	552	66.49	32.07	34
PLATTE TOWNSHIP	Platte Twp	Morrison	162	103	50	160	64.38	31.25	33
PULASKI TOWNSHIP	Pulaski Twp	Morrison	152	92	59	152	60.53	38.82	22
RANDALL	Randall	Morrison	302	179	110	302	59.27	36.42	23
RICHARDSON TOWNSHIP	Richardson Twp	Morrison	283	175	95	280	62.5	33.93	29
RIPLEY TOWNSHIP	Ripley Twp	Morrison	411	250	146	407	61.43	35.87	26
ROSING TOWNSHIP	Rosing Twp	Morrison	100	72	19	100	72	19	53
ROYALTON	Royalton	Morrison	558	293	240	555	52.79	43.24	10
SCANDIA VALLEY TOWNSHIP	Scandia Valley Twp	Morrison	833	525	279	827	63.48	33.74	30
SOBIESKI	Sobieski	Morrison	91	48	40	89	53.93	44.94	9
SWAN RIVER TOWNSHIP	Swan River Twp	Morrison	403	248	145	400	62	36.25	26
SWANVILLE	Swanville	Morrison	150	85	63	150	56.67	42	15
SWANVILLE TOWNSHIP	Swanville Twp	Morrison	280	198	74	279	70.97	26.52	44
TWO RIVERS TOWNSHIP	Two Rivers Twp	Morrison	429	279	130	426	65.49	30.52	35
UPSALA	Upsala	Morrison	216	143	65	215	66.51	30.23	36
ADAMS	Adams	Mower	392	152	219	384	39.58	57.03	-17
ADAMS TWP.	Adams Twp	Mower	271	108	150	271	39.85	55.35	-15
AUSTIN W-1 P-1	Austin	Mower	1732	545	1139	1713	31.82	66.49	-35
AUSTIN W-1 P-2	Austin	Mower	1730	524	1165	1723	30.41	67.61	-37
AUSTIN W-2 P-1	Austin	Mower	1790	598	1150	1785	33.5	64.43	-31
AUSTIN W-2 P-2	Austin	Mower	2358	947	1365	2349	40.32	58.11	-18
AUSTIN W-3 P-1	Austin	Mower	1334	335	939	1322	25.34	71.03	-46
AUSTIN W-3 P-2	Austin	Mower	1817	496	1259	1801	27.54	69.91	-42
AUSTIN TWP.	Austin Twp	Mower	633	248	359	627	39.55	57.26	-18
BENNINGTON TWP.	Bennington Twp	Mower	84	45	39	84	53.57	46.43	7
BROWNSDALE	Brownsdale	Mower	368	141	201	359	39.28	55.99	-17
CLAYTON TWP.	Clayton Twp	Mower	97	61	33	96	63.54	34.38	29
DEXTER	Dexter	Mower	189	59	120	187	31.55	64.17	-33
DEXTER TWP.	Dexter Twp	Mower	177	91	75	175	52	42.86	9
ELKTON	Elkton	Mower	67	32	34	67	47.76	50.75	-3
FRANKFORD TWP.	Frankford Twp	Mower	220	137	76	219	62.56	34.7	28
GRAND MEADOW	Grand Meadow	Mower	517	244	256	513	47.56	49.9	-2
GRAND MEADOW TWP.	Grand Meadow Twp	Mower	180	117	60	179	65.36	33.52	32
LANSING TWP.	Lansing Twp	Mower	526	186	322	525	35.43	61.33	-26
LE ROY	Le Roy	Mower	481	214	251	479	44.68	52.4	-8
LE ROY TWP.	Le Roy Twp	Mower	177	100	76	177	56.5	42.94	14
LODI TWP.	Lodi Twp	Mower	144	76	63	144	52.78	43.75	9
LYLE	Lyle	Mower	280	67	201	278	24.1	72.3	-48
LYLE TWP.	Lyle Twp	Mower	213	92	118	213	43.19	55.4	-12
MAPLEVIEW	Mapleview	Mower	98	20	73	96	20.83	76.04	-55
MARSHALL TWP.	Marshall Twp	Mower	174	85	83	174	48.85	47.7	1
NEVADA TWP.	Nevada Twp	Mower	210	86	115	206	41.75	55.83	-14
PLEASANT VALLEY	Pleasant Valley Twp	Mower	177	91	79	175	52	45.14	7
RACINE	Racine	Mower	215	130	77	214	60.75	35.98	25
RACINE TWP.	Racine Twp	Mower	286	162	112	285	56.84	39.3	18
RED ROCK TWP.	Red Rock Twp	Mower	459	207	231	454	45.59	50.88	-5
ROSE CREEK	Rose Creek	Mower	209	65	137	204	31.86	67.16	-35
SARGEANT	Sargeant	Mower	37	13	18	35	37.14	51.43	-14
SARGEANT TWP.	Sargeant Twp	Mower	174	108	63	173	62.43	36.42	26
TAOPI	Taopi	Mower	31	5	23	30	16.67	76.67	-60
UDOLPHO TWP.	Udolpho Twp	Mower	265	109	153	265	41.13	57.74	-17
WALTHAM	Waltham	Mower	79	27	47	77	35.06	61.04	-26
WALTHAM TWP.	Waltham Twp	Mower	218	126	83	217	58.06	38.25	20
WINDOM TWP.	Windom Twp	Mower	266	89	165	264	33.71	62.5	-29
AVOCA	Avoca	Murray	66	30	30	66	45.45	45.45	0
BELFAST TWP	Belfast Twp	Murray	99	48	47	99	48.48	47.47	1
BONDIN TWP	Bondin Twp	Murray	170	106	60	169	62.72	35.5	27
CAMERON TWP	Cameron Twp	Murray	65	36	28	65	55.38	43.08	12
CHANARAMBIE TWP	Chanarambie Twp	Murray	115	80	33	114	70.18	28.95	41
CHANDLER	Chandler	Murray	115	93	19	112	83.04	16.96	66
CURRIE	Currie	Murray	115	44	65	114	38.6	57.02	-18
DES MOINES RIVER	Des Moines River Twp	Murray	92	48	40	92	52.17	43.48	9
DOVRAY TWP	Dovray Twp	Murray	86	43	41	86	50	47.67	2
DOVRAY CITY	Dovray	Murray	40	15	24	39	38.46	61.54	-23
ELLSBOROUGH TWP	Ellsborough Twp	Murray	90	45	44	89	50.56	49.44	1
FENTON TWP	Fenton Twp	Murray	97	65	32	97	67.01	32.99	34
FULDA	Fulda	Murray	651	301	330	644	46.74	51.24	-4
HADLEY	Hadley	Murray	36	8	26	36	22.22	72.22	-50
HOLLY TWP	Holly Twp	Murray	62	38	20	62	61.29	32.26	29
IONA	Iona	Murray	84	30	49	79	37.97	62.03	-24
IONA TWP	Iona Twp	Murray	73	39	34	73	53.42	46.58	7
LAKE SARAH TWP	Lake Sarah Twp	Murray	261	146	108	257	56.81	42.02	15
LAKE WILSON	Lake Wilson	Murray	150	68	76	146	46.58	52.05	-5
LEEDS TWP	Leeds Twp	Murray	112	77	29	112	68.75	25.89	43
LIME LAKE TWP	Lime Lake Twp	Murray	111	62	45	110	56.36	40.91	15
LOWVILLE TWP	Lowville Twp	Murray	104	59	44	104	56.73	42.31	14
MASON TWP	Mason Twp	Murray	214	114	96	212	53.77	45.28	8
MOULTON TWP	Moulton Twp	Murray	119	94	23	119	78.99	19.33	60
MURRAY TWP	Murray Twp	Murray	107	60	39	104	57.69	37.5	20
SHETEK TWP	Shetek Twp	Murray	199	114	76	191	59.69	39.79	20
SKANDIA TWP	Skandia Twp	Murray	67	31	33	67	46.27	49.25	-3
SLAYTON CITY	Slayton	Murray	1132	513	591	1129	45.44	52.35	-7
SLAYTON TWP	Slayton Twp	Murray	183	97	78	180	53.89	43.33	11
BELGRADE TOWNSHIP	Belgrade Twp	Nicollet	645	337	293	644	52.33	45.5	7
BERNADOTTE TOWNSHIP	Bernadotte Twp	Nicollet	150	92	56	150	61.33	37.33	24
BRIGHTON TOWNSHIP	Brighton Twp	Nicollet	81	58	21	81	71.6	25.93	46
CITY OF COURTLAND	Courtland	Nicollet	394	230	153	393	58.52	38.93	20
COURTLAND TOWNSHIP	Courtland Twp	Nicollet	365	245	107	361	67.87	29.64	38
GRANBY TOWNSHIP	Granby Twp	Nicollet	154	100	52	154	64.94	33.77	31
CITY OF LAFAYETTE	Lafayette	Nicollet	263	119	132	261	45.59	50.57	-5
LAFAYETTE TOWNSHIP	Lafayette Twp	Nicollet	413	250	152	412	60.68	36.89	24
LAKE PRAIRIE TOWNSHIP	Lake Prairie Twp	Nicollet	407	225	175	406	55.42	43.1	12
MANKATO W-2 P-30	Mankato	Nicollet	0	0	0	0			
NEW SWEDEN TOWNSHIP	New Sweden Twp	Nicollet	181	111	59	180	61.67	32.78	29
CITY OF NICOLLET	Nicollet	Nicollet	595	336	231	592	56.76	39.02	18
NICOLLET TOWNSHIP	Nicollet Twp	Nicollet	316	196	117	316	62.03	37.03	25
NORTH MANKATO P 1	North Mankato	Nicollet	1202	389	758	1193	32.61	63.54	-31
NORTH MANKATO P 2	North Mankato	Nicollet	1190	422	711	1184	35.64	60.05	-24
NORTH MANKATO P 3	North Mankato	Nicollet	1128	486	606	1124	43.24	53.91	-11
NORTH MANKATO P 4	North Mankato	Nicollet	1378	637	712	1370	46.5	51.97	-5
NORTH MANKATO P 5	North Mankato	Nicollet	1337	721	593	1330	54.21	44.59	10
NORTH MANKATO P 6	North Mankato	Nicollet	1327	659	642	1321	49.89	48.6	1
NORTH MANKATO P 7	North Mankato	Nicollet	212	103	100	209	49.28	47.85	1
OSHAWA TOWNSHIP	Oshawa Twp	Nicollet	330	155	166	330	46.97	50.3	-3
RIDGELY TOWNSHIP	Ridgely Twp	Nicollet	62	32	28	62	51.61	45.16	6
ST PETER W-1 P-1	St. Peter	Nicollet	1398	533	812	1385	38.48	58.63	-20
ST PETER W-1 P-2	St. Peter	Nicollet	1564	595	918	1555	38.26	59.04	-21
ST PETER W-2 P-1	St. Peter	Nicollet	1570	468	1036	1562	29.96	66.33	-36
ST PETER W-2 P-2	St. Peter	Nicollet	1325	452	828	1318	34.29	62.82	-29
TRAVERSE TOWNSHIP	Traverse Twp	Nicollet	207	100	102	207	48.31	49.28	-1
WEST NEWTON TOWNSHIP	West Newton Twp	Nicollet	259	163	92	257	63.42	35.8	28
ADRIAN	Adrian	Nobles	592	289	283	584	49.49	48.46	1
BIGELOW	Bigelow	Nobles	97	39	55	96	40.63	57.29	-17
BIGELOW TWP.	Bigelow Twp	Nobles	228	153	72	227	67.4	31.72	36
BLOOM TWP.	Bloom Twp	Nobles	87	42	43	87	48.28	49.43	-1
BREWSTER	Brewster	Nobles	214	101	108	214	47.2	50.47	-3
DEWALD TWP.	Dewald Twp	Nobles	151	89	60	150	59.33	40	19
DUNDEE	Dundee	Nobles	49	12	37	49	24.49	75.51	-51
ELK TWP.	Elk Twp	Nobles	144	90	54	144	62.5	37.5	25
ELLSWORTH	Ellsworth	Nobles	232	149	77	228	65.35	33.77	32
GRAHAM LAKES TWP.	Graham Lakes Twp	Nobles	134	72	58	133	54.14	43.61	11
GRAND PRAIRIE TWP.	Grand Prairie Twp	Nobles	120	103	15	120	85.83	12.5	73
HERSEY TWP.	Hersey Twp	Nobles	114	56	54	113	49.56	47.79	2
INDIAN LAKE TWP.	Indian Lake Twp	Nobles	129	95	26	127	74.8	20.47	54
KINBRAE	Kinbrae	Nobles	6	4	2	6	66.67	33.33	33
LARKIN TWP.	Larkin Twp	Nobles	100	65	33	100	65	33	32
LEOTA TWP.	Leota Twp	Nobles	268	237	28	265	89.43	10.57	79
LISMORE	Lismore	Nobles	111	60	47	110	54.55	42.73	12
LISMORE TWP.	Lismore Twp	Nobles	66	40	21	62	64.52	33.87	31
LITTLE ROCK TWP.	Little Rock Twp	Nobles	94	72	20	94	76.6	21.28	55
LORAIN TWP.	Lorain Twp	Nobles	160	94	61	159	59.12	38.36	21
OLNEY TWP.	Olney Twp	Nobles	83	51	29	83	61.45	34.94	27
RANSOM TWP.	Ransom Twp	Nobles	127	69	50	127	54.33	39.37	15
ROUND LAKE	Round Lake	Nobles	199	98	88	198	49.49	44.44	5
RUSHMORE	Rushmore	Nobles	161	93	65	160	58.13	40.63	18
SEWARD TWP.	Seward Twp	Nobles	122	75	47	122	61.48	38.52	23
SUMMIT LAKE TWP.	Summit Lake Twp	Nobles	162	78	80	161	48.45	49.69	-1
WESTSIDE TWP.	Westside Twp	Nobles	101	62	36	100	62	36	26
WILMONT	Wilmont	Nobles	161	95	60	158	60.13	37.97	22
WILMONT TWP.	Wilmont Twp	Nobles	103	70	28	101	69.31	27.72	42
WORTHINGTON W-1 P-1	Worthington	Nobles	513	230	275	512	44.92	53.71	-9
WORTHINGTON W-1 P-2	Worthington	Nobles	305	138	160	303	45.54	52.81	-7
WORTHINGTON W-1 P-3	Worthington	Nobles	238	91	145	238	38.24	60.92	-23
WORTHINGTON W-1 P-4	Worthington	Nobles	228	61	154	219	27.85	70.32	-42
WORTHINGTON W-1 P-5	Worthington	Nobles	357	140	192	340	41.18	56.47	-15
WORTHINGTON W-2 P-1	Worthington	Nobles	899	533	355	894	59.62	39.71	20
WORTHINGTON W-2 P-2	Worthington	Nobles	293	139	149	291	47.77	51.2	-3
WORTHINGTON W-2 P-3	Worthington	Nobles	316	144	165	314	45.86	52.55	-7
WORTHINGTON W-2 P-4	Worthington	Nobles	362	123	227	361	34.07	62.88	-29
WORTHINGTON W-2 P-5	Worthington	Nobles	587	308	272	584	52.74	46.58	6
WORTHINGTON TWP.	Worthington Twp	Nobles	187	121	62	186	65.05	33.33	32
ADA W-1	Ada	Norman	370	185	174	365	50.68	47.67	3
ADA W-2	Ada	Norman	432	190	230	427	44.5	53.86	-9
ANTHONY TWP.	Anthony Twp	Norman	28	19	7	27	70.37	25.93	44
BEAR PARK TWP.	Bear Park Twp	Norman	100	38	56	98	38.78	57.14	-18
BORUP	Borup	Norman	34	12	19	34	35.29	55.88	-21
FLOM TWP.	Flom Twp	Norman	126	36	86	124	29.03	69.35	-40
FOSSUM TWP.	Fossum Twp	Norman	82	35	46	81	43.21	56.79	-14
GARY	Gary	Norman	101	22	76	101	21.78	75.25	-53
GOOD HOPE TWP.	Good Hope Twp	Norman	16	10	5	16	62.5	31.25	31
GREEN MEADOW TWP.	Green Meadow Twp	Norman	57	20	33	55	36.36	60	-24
HALSTAD	Halstad	Norman	244	104	127	242	42.98	52.48	-9
HALSTAD TWP.	Halstad Twp	Norman	59	38	17	57	66.67	29.82	37
HEGNE TWP.	Hegne Twp	Norman	33	23	10	33	69.7	30.3	39
HENDRUM	Hendrum	Norman	149	69	74	148	46.62	50	-3
HENDRUM TWP.	Hendrum Twp	Norman	49	22	24	49	44.9	48.98	-4
HOME LAKE TWP.	Home Lake Twp	Norman	73	35	38	73	47.95	52.05	-4
LAKE IDA TWP.	Lake Ida Twp	Norman	80	35	45	80	43.75	56.25	-12
LEE TWP.	Lee Twp	Norman	67	17	46	67	25.37	68.66	-43
LOCKHART TWP.	Lockhart Twp	Norman	33	16	14	31	51.61	45.16	6
MCDONALDSVILLE TWP.	Mcdonaldsville Twp	Norman	92	53	37	92	57.61	40.22	17
MARY TWP.	Mary Twp	Norman	38	8	25	37	21.62	67.57	-46
PERLEY	Perley	Norman	40	16	21	39	41.03	53.85	-13
PLEASANT VIEW TWP.	Pleasant View Twp	Norman	61	30	30	61	49.18	49.18	0
ROCKWELL TWP.	Rockwell Twp	Norman	38	18	19	37	48.65	51.35	-3
SHELLY	Shelly	Norman	87	44	40	86	51.16	46.51	5
SHELLY TWP.	Shelly Twp	Norman	47	20	25	46	43.48	54.35	-11
SPRING CREEK TWP.	Spring Creek Twp	Norman	25	18	6	25	72	24	48
STRAND TWP.	Strand Twp	Norman	56	14	38	56	25	67.86	-43
SUNDAL TWP.	Sundal Twp	Norman	59	19	36	59	32.2	61.02	-29
TWIN VALLEY	Twin Valley	Norman	369	142	204	359	39.55	56.82	-17
WAUKON TWP.	Waukon Twp	Norman	59	17	40	57	29.82	70.18	-40
WILD RICE TWP.	Wild Rice Twp	Norman	122	51	68	121	42.15	56.2	-14
WINCHESTER TWP.	Winchester Twp	Norman	27	8	14	24	33.33	58.33	-25
BYRON	Byron	Olmsted	2749	1342	1312	2740	48.98	47.88	1
CASCADE TWP. P-1	Cascade Twp	Olmsted	1482	787	647	1471	53.5	43.98	10
CASCADE TWP. P-2A	Cascade Twp	Olmsted	177	104	70	177	58.76	39.55	19
CASCADE TWP. P-3A	Cascade Twp	Olmsted	103	78	23	103	75.73	22.33	53
CASCADE TWP. P-4	Cascade Twp	Olmsted	2	0	2	2	0	100	-100
CHATFIELD	Chatfield	Olmsted	640	294	323	631	46.59	51.19	-5
DOVER	Dover	Olmsted	327	164	152	324	50.62	46.91	4
DOVER TWP.	Dover Twp	Olmsted	201	109	87	199	54.77	43.72	11
ELMIRA TWP.	Elmira Twp	Olmsted	237	116	116	237	48.95	48.95	0
EYOTA	Eyota	Olmsted	989	514	426	974	52.77	43.74	9
EYOTA TWP.	Eyota Twp	Olmsted	287	198	81	286	69.23	28.32	41
FARMINGTON TWP.	Farmington Twp	Olmsted	276	149	117	276	53.99	42.39	12
HAVERHILL TWP	Haverhill Twp	Olmsted	959	513	426	957	53.61	44.51	9
HIGH FOREST TWP.	High Forest Twp	Olmsted	617	375	232	615	60.98	37.72	23
KALMAR TWP.	Kalmar Twp	Olmsted	700	406	277	700	58	39.57	18
MARION TWP. P-1	Marion Twp	Olmsted	2238	1207	972	2232	54.08	43.55	11
MARION TWP. P-2	Marion Twp	Olmsted	0	0	0	0			
NEW HAVEN TWP.	New Haven Twp	Olmsted	781	454	307	778	58.35	39.46	19
ORION TWP.	Orion Twp	Olmsted	319	151	157	315	47.94	49.84	-2
ORONOCO	Oronoco	Olmsted	738	417	296	735	56.73	40.27	16
ORONOCO TWP.	Oronoco Twp	Olmsted	1331	762	526	1328	57.38	39.61	18
PINE ISLAND	Pine Island	Olmsted	382	214	154	381	56.17	40.42	16
PLEASANT GROVE TWP.	Pleasant Grove Twp	Olmsted	442	261	165	439	59.45	37.59	22
QUINCY TWP.	Quincy Twp	Olmsted	184	108	71	183	59.02	38.8	20
ROCHESTER W1 P1	Rochester	Olmsted	783	293	453	778	37.66	58.23	-21
ROCHESTER W1 P2	Rochester	Olmsted	1025	460	535	1020	45.1	52.45	-7
ROCHESTER W1 P3	Rochester	Olmsted	1600	801	738	1593	50.28	46.33	4
ROCHESTER W1 P4	Rochester	Olmsted	581	254	302	578	43.94	52.25	-8
ROCHESTER W1 P5	Rochester	Olmsted	1209	591	579	1203	49.13	48.13	1
ROCHESTER W1 P6	Rochester	Olmsted	317	111	194	316	35.13	61.39	-26
ROCHESTER W1 P7	Rochester	Olmsted	1571	769	754	1567	49.07	48.12	1
ROCHESTER W1 P8	Rochester	Olmsted	996	550	420	981	56.07	42.81	13
ROCHESTER W1 P9	Rochester	Olmsted	807	427	364	804	53.11	45.27	8
ROCHESTER W1 P10	Rochester	Olmsted	239	105	125	237	44.3	52.74	-8
ROCHESTER W1 P11	Rochester	Olmsted	801	448	337	798	56.14	42.23	14
ROCHESTER W1 P12	Rochester	Olmsted	291	148	137	291	50.86	47.08	4
ROCHESTER W2 P1	Rochester	Olmsted	922	271	602	920	29.46	65.43	-36
ROCHESTER W2 P2	Rochester	Olmsted	1750	600	1102	1744	34.4	63.19	-29
ROCHESTER W2 P3	Rochester	Olmsted	1300	607	670	1296	46.84	51.7	-5
ROCHESTER W2 P4	Rochester	Olmsted	1330	657	652	1326	49.55	49.17	0
ROCHESTER W2 P5	Rochester	Olmsted	1093	467	586	1088	42.92	53.86	-11
ROCHESTER W2 P6	Rochester	Olmsted	815	385	412	812	47.41	50.74	-3
ROCHESTER W2 P7	Rochester	Olmsted	1616	758	813	1612	47.02	50.43	-3
ROCHESTER W2 P8	Rochester	Olmsted	1623	790	773	1614	48.95	47.89	1
ROCHESTER W3 P1	Rochester	Olmsted	1134	566	535	1132	50	47.26	3
ROCHESTER W3 P2	Rochester	Olmsted	1257	646	574	1257	51.39	45.66	6
ROCHESTER W3 P3	Rochester	Olmsted	1079	550	502	1078	51.02	46.57	4
ROCHESTER W3 P4	Rochester	Olmsted	1139	423	668	1132	37.37	59.01	-22
ROCHESTER W3 P5	Rochester	Olmsted	2000	893	1057	1989	44.9	53.14	-8
ROCHESTER W3 P6	Rochester	Olmsted	1175	584	561	1173	49.79	47.83	2
ROCHESTER W3 P7	Rochester	Olmsted	1606	732	816	1591	46.01	51.29	-5
ROCHESTER W4 P1	Rochester	Olmsted	1483	513	913	1472	34.85	62.02	-27
ROCHESTER W4 P2	Rochester	Olmsted	513	155	332	510	30.39	65.1	-35
ROCHESTER W4 P3	Rochester	Olmsted	843	294	493	838	35.08	58.83	-24
ROCHESTER W4 P4	Rochester	Olmsted	830	313	471	830	37.71	56.75	-19
ROCHESTER W4 P5	Rochester	Olmsted	1052	340	671	1042	32.63	64.4	-32
ROCHESTER W4 P6	Rochester	Olmsted	363	95	262	360	26.39	72.78	-46
ROCHESTER W4 P7	Rochester	Olmsted	1042	453	546	1032	43.9	52.91	-9
ROCHESTER W4 P8	Rochester	Olmsted	682	271	376	676	40.09	55.62	-16
ROCHESTER W4 P9	Rochester	Olmsted	197	104	85	196	53.06	43.37	10
ROCHESTER W5 P1	Rochester	Olmsted	1277	445	781	1275	34.9	61.25	-26
ROCHESTER W5 P2	Rochester	Olmsted	1011	415	562	1009	41.13	55.7	-15
ROCHESTER W5 P3	Rochester	Olmsted	1749	800	892	1744	45.87	51.15	-5
ROCHESTER W5 P4	Rochester	Olmsted	1451	621	788	1447	42.92	54.46	-12
ROCHESTER W5 P5	Rochester	Olmsted	1808	883	885	1802	49	49.11	0
ROCHESTER W5 P6	Rochester	Olmsted	792	294	458	789	37.26	58.05	-21
ROCHESTER W5 P7	Rochester	Olmsted	1599	828	752	1593	51.98	47.21	5
ROCHESTER W5 P8	Rochester	Olmsted	385	186	187	385	48.31	48.57	0
ROCHESTER W6 P1	Rochester	Olmsted	1922	875	985	1914	45.72	51.46	-6
ROCHESTER W6 P2	Rochester	Olmsted	1743	802	893	1735	46.22	51.47	-5
ROCHESTER W6 P3	Rochester	Olmsted	1323	536	750	1318	40.67	56.9	-16
ROCHESTER W6 P4	Rochester	Olmsted	1454	587	808	1441	40.74	56.07	-15
ROCHESTER W6 P5	Rochester	Olmsted	665	234	407	661	35.4	61.57	-26
ROCHESTER W6 P6	Rochester	Olmsted	730	246	457	730	33.7	62.6	-29
ROCHESTER W6 P7	Rochester	Olmsted	1155	506	620	1151	43.96	53.87	-10
ROCHESTER W6 P8	Rochester	Olmsted	776	291	458	769	37.84	59.56	-22
ROCHESTER TWP P-1	Rochester Twp	Olmsted	1082	597	467	1080	55.28	43.24	12
